"creators_name.family","creators_name.given","title","date","related_url","pages_aacr","thesis_degree_name"
"Agoston","Guy","Computer assisted modification of queries using a thesaurus for document retrieval ","1981","http://clues.concordia.ca/search/c?SEARCH=Z 695 A24+","ii, 166 leaves : ill., graphs ; 29 cm.","Theses (M.Comp.Sc.)"
"Agrawal","Ankush","Critical success factor and metrics for new product development success ","2004","http://clues.concordia.ca/search/c?SEARCH=HF 5415.153 A47 2003","viii, 131 leaves : ill. ; 29 cm.","M.A. Sc."
"Agrawal","Ashish Kumar","A dynamic programming approach for economic optimization of inspection strategies in a multi-stage manufacturing system ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2007 A37","xi, 92 leaves : ill. ; 29 cm.","M.A. Sc."
"Aguilera Salas","Maria Pia","Distribution pattern of Hesperodiaptomus shoshone and Leptodiaptomus coloradensis and its effects on their mating and reproductive potential ","2002","http://clues.concordia.ca/search/c?SEARCH=QL 444 C7A48 2002","ix, 74 leaves : ill. ; 29 cm.","Theses (M.Sc.)"
"Ah kioon","Steve","Comprehensive models and solution procedures for integrated cellular manufacturing systems design ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43P 2007 A45","xxi, 172 leaves : ill. ; 29 cm.","Ph. D."
"Ahari","Mehrad","Design optimization of an adaptive laminated composite beam with piezoelectric actuators ","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2005 A43","xi, 127 leaves : ill. ; 29 cm.","M.A. Sc."
"Ahlen","Karl","End depth and flow relationships for smooth open trapezoidal and circular channels ","1994","http://clues.concordia.ca/search/c?SEARCH=TC 175 A35 1994","xiii, 119 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Ahmad","Feroz","Design of centrifugal pumps ","1979","http://clues.concordia.ca/search/c?SEARCH=TJ 919 A45+","x, 80 leaves : ill., diagrs., graphs ; 29 cm.","Theses (M.Eng.)"
"Ahmad","Darakhshan","Genetic and biochemical studies of a suppressor of the SSD mutation of escherichia coli K-12 ","1980","http://clues.concordia.ca/search/c?SEARCH=QH 434 A24+","84 leaves : ill., graphs ; 29 cm.","Theses (M.Sc.)"
"Ahmad","Zubair","A theoretical and experimental study of the stability of converging cylindrical shock waves ","1984","http://clues.concordia.ca/search/c?SEARCH=QA 927 A45+ 1984","ix, 154 leaves : ill. ; 29 cm.","Theses (M.Eng.)"
"Ahmad","Darakhshan","Genetic, biochemical and bioenergetic studies of an adenyl cyclase deletion mutant of Escherichia coli K-12 ","1984","http://clues.concordia.ca/search/c?SEARCH=QH 434 A243+ 1984","221 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Ahmad","Faiz","Limit properties of the ""Almost lack of memory"" distributions ","1993","http://clues.concordia.ca/search/c?SEARCH=QA 273.6 A35 1993","v, 48 leaves : ill. ; 29 cm.","Theses (M.Sc.)"
"Ahmad","Basel","Distributing a SIP servlet engine for standalone mobile ad hoc networks ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2007 A36","xiv, 86 leaves : ill. ; 29 cm.","M.A. Sc."
"Ahmad","Tariq","Experimental investigations on thermal and hydrodynamic entrance regionis in microchannels using oPIV and TLC techniques ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2008 A36","xx, 194 leaves : ill. ; 29 cm.","M.A. Sc."
"Ahmadi","Majid","Aerodynamic inverse design of transonic turbomachinery cascades ","1998","http://clues.concordia.ca/search/c?SEARCH=TJ 267.5 C3A36 1998","xix, 95 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Ahmed","Abul Karam Waizuddin","Lateral stability and steady-state curving behaviour of railway freight car system with elasto-damper coupled wheelset ","1986","http://clues.concordia.ca/search/c?SEARCH=TF 383 A35+ 1986","xxv, 329 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Ahmed","Haider J","Design of a 2-dimensional single-chip accelerometer ","1995","http://clues.concordia.ca/search/c?SEARCH=TL 589.2 A3A38 1995","xvi, 155 leaves : ill. (some col.) ; 29 cm.","Theses (M.A.Sc.)"
"Ahmed","Asif Iqbal","Assertion-based verification of look aside interface ","2005","http://clues.concordia.ca/search/c?SEARCH=TK 7887.5 A36 2005","ix, 99 leaves : ill. ; 29 cm.","M.A. Sc."
"Ahmed","Hasnet Eftakher Uddin","Free and forced vibrations of tapered composite beams including the effects of axial force and damping ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2008 A46","xxx, 260 leaves : ill. ; 29 cm.","M.A. Sc."
"Ahmed","Essam Arshed","Enhancing coverage based verification using probability distribution ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2008 A45","xiii, 92 leaves : ill. ; 29 cm.","M.A. Sc."
"Ahmed","Ashraf Fathy","Thermal insulation by heat resistant polymers ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43P 2009 A46","xxiv, 243 leaves : ill. ; 29 cm.","Ph. D."
"Ahmed","Tanbir","An implementation of the DPLL algorithm ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2009 A36","xii, 126 leaves : ill. ; 29 cm.","M.A. Sc."
"Ahmed","Shafique","Mining software repositories to support software evolution ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2009 A35","x, 121 leaves : ill. ; 29 cm.","M.A. Sc."
"Ahmed Shiblee.","Noman","Application of vibration based methods and statistical pattern recognition techniques to structural health monitoring ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B85M 2008 N67","xxii, 223 leaves : ill. ; 29 cm.","M.A. Sc."
"Ahmouda","Somaya","Effects of distributions of energy of transfer rates on spectral hole burning in photosynthetic pigment-protein complexes ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66P49M 2010 A36","lvi, 114 leaves : ill. ; 29 cm.","M. Sc."
"Ahooja","Ramesh R","The design of distributed systems using partial constraints ","1991","http://clues.concordia.ca/search/c?SEARCH=QA 76.9 D5A385 1991","xv, 219 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Ahouansou","Landry","The performance of cross-border acquisitions in emerging and developed markets ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66F56M 2010 A46","vii, 59 leaves ; 29 cm.","M. Sc."
"Ahsan","Aziz","Project management with international applications ","1982","http://clues.concordia.ca/search/c?SEARCH=TH 438 A46+ 1983","xi, 173 leaves : ill. ; 29 cm.","Theses (M.Eng.)"
"Aisenpresser","Steven","Come on in my kitchen ","2004","http://clues.concordia.ca/search/c?SEARCH=PS 8551 I74C66 2004","v, 113 leaves ; 29 cm.","M.A."
"Ait Abderrahmane","Hamid","Two cases of symmetry breaking of free surface flows ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43P 2008 A388","xv, 232 leaves : ill. ; 29 cm.","Ph. D."
"Ait-Ali-Yahia","Djaffar","A finite element segregated method for thermo-chemical equilibrium and nonequilibrium hypersonic flows using adapted grids ","1996","http://clues.concordia.ca/search/c?SEARCH=TL 571.5 A37 1996","xxii, 167 leaves ; 29 cm.","Theses (Ph.D.)"
"Aitken","Susan-Marie","Cloning and structure-function analysis of farnesyl pyrophosphate synthase and geranylgeranyl pyrophosphate synthase from Lupinus albus ","1995","http://clues.concordia.ca/search/c?SEARCH=QK 898 P8A38 1995","xii, 88 leaves : ill. ; 29 cm.","Theses (M.Sc.)"
"Aitken","Susan-Marie","Inhibition and inactivation of prostaglandin synthase-2 and horseradish peroxidase ","2000","http://clues.concordia.ca/search/c?SEARCH=QP 603 P4A38 2000","xix, 251 p. : ill. ; 29 cm.","Theses (Ph.D.)"
"Aitken","Wendy Ann Jewkes","Storytelling and conversion in children ","2001","http://clues.concordia.ca/search/c?SEARCH=BV 4925 A38 2001","vi, 143 leaves ; 29 cm.","Theses (M.A.)"
"Aitken","Robert Charles","Undo the myth maker : a comparison of ritual torture and religious transaction in popular religious rioting during the French Wars of Religion, and the Huron Prisoner of War Execution Ceremony in North America during the end of the sixteenth century ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66R45M 2006 A58","iv, 154 leaves ; 29 cm.","M.A."
"Akbarpour","Behzad","Modeling and verification of DSP designs in HOL ","2005","http://clues.concordia.ca/search/c?SEARCH=QA 76.9 A96A33 2005","xi, 136 leaves : ill. ; 29 cm.","Ph. D."
"Akel","Iyad","Toward CFD-based correlations for a single-stage high-pressure transonic turbine ","1999","http://clues.concordia.ca/search/c?SEARCH=TJ 267 A34 1999","xv, 97 leaves : ill. (some col.) ; 29 cm.","Theses (M.A.Sc.)"
"Akerib","Vivian","Age differences in transitive inference : exploring the mechanisms of problem solving ","2004","http://clues.concordia.ca/search/c?SEARCH=BF 442 A34 2004","v, 153 leaves : ill. ; 29 cm.","M.A."
"Akhavanbazaz","Masoud","Design, analysis, testing and development of a thermoacoustic system for refrigeration applications ","2004","http://clues.concordia.ca/search/c?SEARCH=TA 418.84 A34 2004","xviii, 110 leaves : ill. (some col.) ; 29 cm.","M.A. Sc."
"Akhlaque-E-Rasul","Shaikh Mohammad","Buckling analysis of tapered composite plates using ritz method based on classical and higher order theories ","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2005 A44","xviii, 159 leaves : ill. ; 29 cm.","M.A. Sc."
"Akhniotis","Eraclis","A methodology for computer-aided design of passive solar direct gain buildings ","1992","http://clues.concordia.ca/search/c?SEARCH=TH 7413 A38 1992","xi, 120 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Akiki","Mehdi","An Integrated framework for firewall testing and validation  Mehdi Akiki.","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2010 A35","x, 83 leaves : ill. ; 29 cm.","M.A. Sc."
"Akkapoo","Urai","Production and evaluation of an instructional videotape on rice-fish culture in the northeast of Thailand ","1990","http://clues.concordia.ca/search/c?SEARCH=LB 1044.75 A38 1990","ix, 90 leaves : 2 maps ; 29 cm.","Theses (M.A.)"
"Akman","Justine","Considering the context : the Women's Networking Support Program of the Association of Progressive Communications ","1995","http://clues.concordia.ca/search/c?SEARCH=P 94.5 W65A38 1995","viii, 127 leaves ; 29 cm.","Theses (M.A.)"
"Ako","Ayuk M","Kinetics and mechanisms of the aqueous bromination of 3-hydroxypyridines ","1991","http://clues.concordia.ca/search/c?SEARCH=QD 401 A49 1991","xi, 106 leaves : ill. ; 29 cm.","Theses (M.Sc.)"
"Akon","Mohammad Mursalin","A model for composible and extensible parallel architectural skeletons ","2005","http://clues.concordia.ca/search/c?SEARCH=QA 76.642 A45 2004","ix, 78 leaves ; 29 cm.","M. Comp. Sc."
"Akond","Md. Shahidul Hoq","Mixed contention and contention free MAC layer scheduling techniques in multi-cluster WLAN ","2004","http://clues.concordia.ca/search/c?SEARCH=TK 5105.78 A46 2004","xvii, 116 leaves : ill. ; 29 cm.","M.A. Sc."
"Al Barqawi","Hassan Ahmad","Condition rating models for underground infrastructure : sustainable water mains ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B85M 2006 A423","xvi, 263 leaves : ill. ; 29 cm.","M.A. Sc."
"Al Hawari","Alaa","Biosorption of lead, copper, cadmium and nickel by anaerobic biomass ","2004","http://clues.concordia.ca/search/c?SEARCH=TP 248 B55A54 2004","xviii, 173 leaves : ill. ; 29 cm.","Ph. D."
"Al Imam","Shahriar","Simulation of a 2D pn junction in silicon thin film incorporating quantum transport for carriers ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2006 A44","xii, 106 leaves : ill. ; 29 cm.","M.A. Sc."
"Al Janaideh","Mohammad Farhan","Hysteresis modeling and experimental verifications of piezoelectric ceramics based actuators ","2004","http://clues.concordia.ca/search/c?SEARCH=TJ 223 A25A55 2004","xiv, 62 leaves : ill. ; 29 cm.","M.A. Sc."
"Al Janaideh","Mohammad Farhan","Generalized Prandtl-Ishlinskii hysteresis model and its analytical inverse for compensation of hysteresis in smart actuators ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43P 2009 A55","xxvii, 214 leaves : ill. ; 29 cm.","Ph. D."
"Al kayed","Mustafa","Charactristics [sic] of hydrocyclone flows ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B85M 2008 A425","xx, 232 leaves : ill. (chiefly col.) ; 29 cm.","M.A. Sc."
"Al Khalaf","Mohammad","The regulation of skeletal muscle growth via the myostatin signalling pathway ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C54M 2010 A54","ix, 205 leaves : ill. ; 29 cm.","M. Sc."
"Al Khoury","Raghdan Joseph","Reduction of discrete and finite element models using boundary characteristic, orthogonal vectors ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2008 A5","xii, 96 leaves : ill. ; 29 cm.","M.A. Sc."
"Al Maghayreh","Eslam","Avoiding state enumeration in dynamic checking of distributed programs ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67P 2008 A4","xiii, 147 leaves : ill. ; 29 cm.","Ph. D."
"Al Ohali","Yousef","Handwritten word recognition : application to Arabic cheque processing ","2002","http://clues.concordia.ca/search/c?SEARCH=TA 1640 A426 2002","xiii, 149 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Al Omari","Ali","Effect of vacuum level on the vacuum-assisted resin transfer molding process ","1999","http://clues.concordia.ca/search/c?SEARCH=TP 1150 A42 1999","xviii, 162 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Al Rousan","Qais M. D. M","Routing and wavelength assignment in optical networks ","2004","http://clues.concordia.ca/search/c?SEARCH=TK 5103.59 A52 2004","viii, 66 leaves : ill. ; 29 cm.","M.A. Sc."
"Al Shafie","Abdellatif","Sorption of 17a-ethynylestradiol in different soil environments ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B85P 2006 S67","xvi, 148 leaves : ill. ; 29 cm.","Ph. D."
"Al Shafka","Omar","The investment cost of following Islamic laws ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66F56M 2010 A57","vi, 48 leaves : ill. ; 29 cm.","M. Sc."
"Al Shakhshir","Saher","A computational thermodynamic model of the Mg-Al-Y system ","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2005 A47","xii, 85 leaves : ill. ; 29 cm.","M.A. Sc."
"Al Wehaibi","Abdullah Ahmed","QoS multicast for DiffServ on MPLS and IP platforms ","2003","http://clues.concordia.ca/search/c?SEARCH=TK 5105.887 A48 2003","xxv, 194 leaves : ill., charts ; 29 cm.","Theses (Ph.D.)"
"Al-Abed","Imad","Investigating the intention and behaviour of current telecommuters in Canada and the United States ","1998","http://clues.concordia.ca/search/c?SEARCH=HD 2336.3 A43 1998","viii, 82 leaves : ill. ; 29 cm.","Theses (M.Sc.Admin.)"
"Al-Aghbar","Ahmed","Automated selection of trenchless technology for rehabilitation of water mains ","2005","http://clues.concordia.ca/search/c?SEARCH=TA 815 A53 2005","x,140 leaves : ill. ; 29 cm.","M.A. Sc."
"Al-Ashoor","Raad A","Robust adaptive control of robot manipulators ","1990","http://clues.concordia.ca/search/c?SEARCH=TJ 211.4 A4+ 1990","xiii, 198 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Al-Assadi","Salem A. K","Disturbance rejection in multivariable systems ","1990","http://clues.concordia.ca/search/c?SEARCH=QA 402.3 A445 1990","xv, 247 leaves ; 29 cm.","Theses (Ph.D.)"
"AL-Ata","Mohanad M.","An investigation of the surface parameters in self-piloting deep hole machining, using a developed methodology of statistical design of experiment ","1995","http://clues.concordia.ca/search/c?SEARCH=TJ 1260 A4 1995","xiv, 139 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Al-Atraqchi","Leila","The women's movement and the mobilization for legal change in Egypt : a century of personal status law reform ","2003","http://clues.concordia.ca/search/c?SEARCH=HQ 1793 A75 2003","vi, 546 leaves ; 29 cm.","Theses (Ph.D.)"
"Al-Bahnassi","Homam","Real-time motion planning and simulation of cranes in construction ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B85M 2010 A43","xvii, 191 leaves : ill. ; 29 cm.","M.A. Sc."
"Al-Bcherrawy","Jihad Mouawad","Travail à domicile en tant que nouveau mode de travail : une étude empirique exploratoire ","1997","http://clues.concordia.ca/search/c?SEARCH=HD 2336.3 A53 1997","ix, 100 leaves ; 29 cm.","Theses (M.Sc.Admin.)"
"Al-Darwish","Iman","Can the new Quebec science curriculum meet the needs of culturally diverse learners? ","2004","http://clues.concordia.ca/search/c?SEARCH=LB 1564 C3A53 2004","v, 75 leaves : ill. ; 29 cm.","M.A."
"Al-Ghamdi","Saeed A.F","Towards globalization in the 21st century (trend analysis for civil aviation) ","1993","http://clues.concordia.ca/search/c?SEARCH=HE 9774 A44 1993","viii, 136 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Al-Ghanim","Adel A","Sodium perchlorate-induced inactivation of rabbit muscle enolase : partial inactivation of dimeric enzyme and dissociation into inactive monomers ","1994","http://clues.concordia.ca/search/c?SEARCH=QP 613 E56A4 1994","viii, 95 leaves : ill. ; 29 cm.","Theses (M.Sc.)"
"Al-Habian","Ghaleb","Controlling error propagation in cooperative communication networks ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2009 A44","xvi, 86 leaves : ill. ; 29 cm.","M.A. Sc."
"Al-Hawari","Alaa","Modeling of the fate of lead due to the removal of corroded sub-marine cables in aquatic environments ","1999","http://clues.concordia.ca/search/c?SEARCH=TC 187 A42 1999","xv, 119 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Al-Hihi","Mahmoud M","Arab immigrants in the Canadian labour market : expectations and compromises ","1997","http://clues.concordia.ca/search/c?SEARCH=FC 2947.9 A7A44 1997","xi, 194 leaves ; 29 cm.","Theses (M.A.)"
